DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
01M378,School for Global Leaders,2020-21,185,0,0,0,0,0,0,0,0,70,50,65,0,0,0,0,81,43.8%,104,56.2%,14,7.6%,34,18.4%,115,62.2%,4,2.2%,2,1.1%,16,8.6%,0,0.0%,66,35.7%,23,12.4%,163,88.1%,90.0%
01M378,School for Global Leaders,2021-22,167,0,0,0,0,0,0,0,0,51,61,55,0,0,0,0,75,44.9%,92,55.1%,18,10.8%,41,24.6%,97,58.1%,1,0.6%,2,1.2%,8,4.8%,0,0.0%,60,35.9%,21,12.6%,152,91.0%,87.5%
01M448,University Neighborhood High School,2017-18,465,0,0,0,0,0,0,0,0,0,0,0,160,130,94,81,198,42.6%,267,57.4%,141,30.3%,100,21.5%,206,44.3%,1,0.2%,2,0.4%,15,3.2%,0,0.0%,80,17.2%,49,10.5%,415,89.2%,82.9%
01M448,University Neighborhood High School,2018-19,483,0,0,0,0,0,0,0,0,0,0,0,131,139,120,93,230,47.6%,253,52.4%,178,36.9%,94,19.5%,184,38.1%,2,0.4%,2,0.4%,22,4.6%,1,0.2%,82,17.0%,71,14.7%,421,87.2%,82.8%
01M448,University Neighborhood High School,2019-20,492,0,0,0,0,0,0,0,0,0,0,0,130,122,123,117,233,47.4%,259,52.6%,187,38.0%,81,16.5%,198,40.2%,2,0.4%,2,0.4%,22,4.5%,0,0.0%,82,16.7%,69,14.0%,431,87.6%,85.0%
01M448,University Neighborhood High School,2020-21,570,0,0,0,0,0,0,0,0,0,0,0,163,139,137,131,304,53.3%,266,46.7%,182,31.9%,103,18.1%,251,44.0%,3,0.5%,5,0.9%,26,4.6%,0,0.0%,103,18.1%,83,14.6%,507,88.9%,83.1%
01M448,University Neighborhood High School,2021-22,522,0,0,0,0,0,0,0,0,0,0,0,118,145,127,132,275,52.7%,247,47.3%,178,34.1%,91,17.4%,214,41.0%,2,0.4%,4,0.8%,32,6.1%,1,0.2%,105,20.1%,75,14.4%,434,83.1%,80.2%
01M450,East Side Community School,2017-18,683,0,0,0,0,0,0,0,0,99,105,94,95,100,93,97,317,46.4%,366,53.6%,81,11.9%,113,16.5%,367,53.7%,6,0.9%,6,0.9%,100,14.6%,10,1.5%,182,26.6%,6,0.9%,447,65.4%,62.9%
01M450,East Side Community School,2018-19,680,0,0,0,0,0,0,0,0,101,101,108,96,93,91,90,323,47.5%,357,52.5%,80,11.8%,113,16.6%,366,53.8%,7,1.0%,4,0.6%,104,15.3%,6,0.9%,187,27.5%,9,1.3%,456,67.1%,65.4%
01M450,East Side Community School,2019-20,680,0,0,0,0,0,0,0,0,104,105,107,105,91,79,89,324,47.6%,356,52.4%,66,9.7%,104,15.3%,373,54.9%,9,1.3%,4,0.6%,124,18.2%,0,0.0%,183,26.9%,10,1.5%,446,65.6%,65.3%
01M450,East Side Community School,2020-21,681,0,0,0,0,0,0,0,0,101,100,103,102,103,93,79,326,47.9%,355,52.1%,54,7.9%,100,14.7%,374,54.9%,12,1.8%,5,0.7%,136,20.0%,0,0.0%,187,27.5%,9,1.3%,456,67.0%,64.7%
01M450,East Side Community School,2021-22,701,0,0,0,0,0,0,0,0,117,96,98,102,96,98,94,326,46.5%,375,53.5%,53,7.6%,104,14.8%,378,53.9%,15,2.1%,5,0.7%,145,20.7%,1,0.1%,206,29.4%,13,1.9%,460,65.6%,65.0%
01M458,Forsyth Satellite Academy,2017-18,203,0,0,0,0,0,0,0,0,0,0,0,16,65,79,43,117,57.6%,86,42.4%,1,0.5%,70,34.5%,121,59.6%,1,0.5%,1,0.5%,9,4.4%,0,0.0%,57,28.1%,16,7.9%,176,86.7%,85.0%
01M458,Forsyth Satellite Academy,2018-19,194,0,0,0,0,0,0,0,0,0,0,0,19,46,77,52,103,53.1%,91,46.9%,0,0.0%,84,43.3%,98,50.5%,1,0.5%,3,1.5%,8,4.1%,0,0.0%,64,33.0%,11,5.7%,163,84.0%,85.4%
01M458,Forsyth Satellite Academy,2019-20,181,0,0,0,0,0,0,0,0,0,0,0,11,39,43,88,91,50.3%,90,49.7%,5,2.8%,73,40.3%,94,51.9%,0,0.0%,2,1.1%,7,3.9%,0,0.0%,66,36.5%,13,7.2%,158,87.3%,89.5%
01M458,Forsyth Satellite Academy,2020-21,149,0,0,0,0,0,0,0,0,0,0,0,24,50,39,36,74,49.7%,75,50.3%,5,3.4%,54,36.2%,84,56.4%,0,0.0%,1,0.7%,5,3.4%,0,0.0%,58,38.9%,12,8.1%,132,88.6%,90.7%
01M458,Forsyth Satellite Academy,2021-22,138,0,0,0,0,0,0,0,0,0,0,0,23,39,39,37,65,47.1%,73,52.9%,3,2.2%,51,37.0%,81,58.7%,0,0.0%,2,1.4%,1,0.7%,0,0.0%,47,34.1%,9,6.5%,123,89.1%,92.4%
01M515,Lower East Side Preparatory High School,2017-18,557,0,0,0,0,0,0,0,0,0,0,0,0,212,200,145,237,42.5%,320,57.5%,318,57.1%,58,10.4%,165,29.6%,0,0.0%,6,1.1%,10,1.8%,0,0.0%,31,5.6%,392,70.4%,431,77.4%,Above 95%
01M515,Lower East Side Preparatory High School,2018-19,543,0,0,0,0,0,0,0,0,0,0,0,44,151,124,224,231,42.5%,312,57.5%,274,50.5%,51,9.4%,206,37.9%,0,0.0%,2,0.4%,10,1.8%,0,0.0%,46,8.5%,390,71.8%,404,74.4%,94.1%
01M515,Lower East Side Preparatory High School,2019-20,531,0,0,0,0,0,0,0,0,0,0,0,89,142,112,188,212,39.9%,319,60.1%,232,43.7%,62,11.7%,225,42.4%,0,0.0%,1,0.2%,11,2.1%,0,0.0%,55,10.4%,374,70.4%,408,76.8%,Above 95%
01M515,Lower East Side Preparatory High School,2020-21,481,0,0,0,0,0,0,0,0,0,0,0,94,122,109,156,184,38.3%,297,61.7%,200,41.6%,47,9.8%,219,45.5%,0,0.0%,2,0.4%,13,2.7%,0,0.0%,48,10.0%,357,74.2%,367,76.3%,Above 95%
01M515,Lower East Side Preparatory High School,2021-22,464,0,0,0,0,0,0,0,0,0,0,0,170,76,80,138,191,41.2%,273,58.8%,159,34.3%,47,10.1%,245,52.8%,0,0.0%,3,0.6%,10,2.2%,0,0.0%,42,9.1%,327,70.5%,296,63.8%,94.1%
01M539,"New Explorations into Science, Technology and Math",2017-18,"1,734",0,0,100,116,149,122,116,112,152,149,136,145,163,146,128,831,47.9%,903,52.1%,575,33.2%,134,7.7%,204,11.8%,107,6.2%,13,0.7%,692,39.9%,9,0.5%,140,8.1%,14,0.8%,415,23.9%,28.2%
01M539,"New Explorations into Science, Technology and Math",2018-19,"1,754",0,0,100,116,119,148,116,109,145,141,145,162,154,158,141,833,47.5%,921,52.5%,584,33.3%,118,6.7%,199,11.3%,119,6.8%,13,0.7%,697,39.7%,24,1.4%,150,8.6%,28,1.6%,430,24.5%,26.9%
01M539,"New Explorations into Science, Technology and Math",2019-20,"1,806",0,0,100,115,120,122,144,114,153,145,139,202,162,140,150,902,49.9%,904,50.1%,615,34.1%,133,7.4%,207,11.5%,141,7.8%,9,0.5%,701,38.8%,0,0.0%,176,9.7%,23,1.3%,433,24.0%,29.1%
01M539,"New Explorations into Science, Technology and Math",2020-21,"1,791",0,0,99,109,117,122,116,136,147,145,136,174,202,152,136,911,50.9%,880,49.1%,624,34.8%,111,6.2%,208,11.6%,155,8.7%,6,0.3%,682,38.1%,5,0.3%,224,12.5%,34,1.9%,430,24.0%,28.7%
01M539,"New Explorations into Science, Technology and Math",2021-22,"1,640",0,0,100,107,101,112,107,110,139,117,136,104,161,196,150,837,51.0%,803,49.0%,582,35.5%,89,5.4%,176,10.7%,140,8.5%,4,0.2%,644,39.3%,5,0.3%,208,12.7%,26,1.6%,386,23.5%,25.6%
01M650,Cascades High School,2017-18,241,0,0,0,0,0,0,0,0,0,0,0,34,80,73,54,132,54.8%,109,45.2%,10,4.1%,95,39.4%,127,52.7%,0,0.0%,4,1.7%,5,2.1%,0,0.0%,34,14.1%,7,2.9%,205,85.1%,85.5%
01M650,Cascades High School,2018-19,187,0,0,0,0,0,0,0,0,0,0,0,18,74,55,40,89,47.6%,98,52.4%,5,2.7%,90,48.1%,90,48.1%,0,0.0%,0,0.0%,2,1.1%,0,0.0%,37,19.8%,4,2.1%,162,86.6%,85.3%
01M650,Cascades High School,2019-20,168,0,0,0,0,0,0,0,0,0,0,0,24,56,57,31,74,44.0%,94,56.0%,3,1.8%,74,44.0%,89,53.0%,1,0.6%,0,0.0%,1,0.6%,0,0.0%,58,34.5%,7,4.2%,152,90.5%,90.0%
01M650,Cascades High School,2020-21,167,0,0,0,0,0,0,0,0,0,0,0,13,62,62,30,68,40.7%,99,59.3%,4,2.4%,56,33.5%,103,61.7%,1,0.6%,1,0.6%,2,1.2%,0,0.0%,55,32.9%,13,7.8%,141,84.4%,88.6%
01M650,Cascades High School,2021-22,139,0,0,0,0,0,0,0,0,0,0,0,13,62,37,27,60,43.2%,79,56.8%,3,2.2%,59,42.4%,74,53.2%,2,1.4%,0,0.0%,1,0.7%,0,0.0%,58,41.7%,10,7.2%,122,87.8%,90.1%
01M696,Bard High School Early College,2017-18,588,0,0,0,0,0,0,0,0,0,0,0,168,136,152,132,371,63.1%,217,36.9%,167,28.4%,80,13.6%,100,17.0%,11,1.9%,0,0.0%,230,39.1%,0,0.0%,30,5.1%,1,0.2%,259,44.0%,41.4%
01M696,Bard High School Early College,2018-19,615,0,0,0,0,0,0,0,0,0,0,0,173,169,128,145,379,61.6%,236,38.4%,178,28.9%,66,10.7%,108,17.6%,15,2.4%,0,0.0%,248,40.3%,0,0.0%,47,7.6%,1,0.2%,258,42.0%,40.6%
01M696,Bard High School Early College,2019-20,613,0,0,0,0,0,0,0,0,0,0,0,164,167,163,119,350,57.1%,263,42.9%,163,26.6%,78,12.7%,121,19.7%,20,3.3%,0,0.0%,231,37.7%,0,0.0%,65,10.6%,0,0.0%,259,42.3%,42.5%
01M696,Bard High School Early College,2020-21,636,0,0,0,0,0,0,0,0,0,0,0,152,159,167,158,356,56.0%,280,44.0%,152,23.9%,84,13.2%,124,19.5%,23,3.6%,2,0.3%,250,39.3%,1,0.2%,83,13.1%,0,0.0%,254,39.9%,40.9%
01M696,Bard High School Early College,2021-22,614,0,0,0,0,0,0,0,0,0,0,0,147,145,153,169,347,56.5%,267,43.5%,129,21.0%,105,17.1%,140,22.8%,23,3.7%,1,0.2%,215,35.0%,1,0.2%,98,16.0%,2,0.3%,273,44.5%,43.6%
01M839,Tompkins Square Middle School,2017-18,373,0,0,0,0,0,0,0,0,125,122,126,0,0,0,0,198,53.1%,175,46.9%,86,23.1%,51,13.7%,144,38.6%,10,2.7%,3,0.8%,78,20.9%,1,0.3%,103,27.6%,8,2.1%,259,69.4%,68.0%
01M839,Tompkins Square Middle School,2018-19,362,0,0,0,0,0,0,0,0,120,122,120,0,0,0,0,193,53.3%,169,46.7%,78,21.5%,47,13.0%,147,40.6%,11,3.0%,3,0.8%,76,21.0%,0,0.0%,100,27.6%,7,1.9%,244,67.4%,66.6%
01M839,Tompkins Square Middle School,2019-20,358,0,0,0,0,0,0,0,0,117,120,121,0,0,0,0,179,50.0%,179,50.0%,59,16.5%,51,14.2%,155,43.3%,14,3.9%,2,0.6%,77,21.5%,0,0.0%,99,27.7%,6,1.7%,232,64.8%,64.2%
01M839,Tompkins Square Middle School,2020-21,354,0,0,0,0,0,0,0,0,123,113,118,0,0,0,0,177,50.0%,177,50.0%,60,16.9%,53,15.0%,156,44.1%,6,1.7%,1,0.3%,78,22.0%,0,0.0%,102,28.8%,15,4.2%,236,66.7%,62.6%
01M839,Tompkins Square Middle School,2021-22,322,0,0,0,0,0,0,0,0,101,114,107,0,0,0,0,148,46.0%,174,54.0%,42,13.0%,55,17.1%,145,45.0%,5,1.6%,0,0.0%,75,23.3%,0,0.0%,98,30.4%,15,4.7%,212,65.8%,63.0%
02M001,P.S. 001 Alfred E. Smith,2017-18,318,0,24,44,51,46,47,55,51,0,0,0,0,0,0,0,158,49.7%,160,50.3%,170,53.5%,56,17.6%,82,25.8%,2,0.6%,1,0.3%,6,1.9%,1,0.3%,90,28.3%,64,20.1%,257,80.8%,84.3%
02M001,P.S. 001 Alfred E. Smith,2018-19,295,0,29,35,40,42,47,47,55,0,0,0,0,0,0,0,137,46.4%,158,53.6%,147,49.8%,53,18.0%,84,28.5%,2,0.7%,1,0.3%,7,2.4%,1,0.3%,85,28.8%,56,19.0%,229,77.6%,83.4%
02M001,P.S. 001 Alfred E. Smith,2019-20,247,0,18,27,35,38,39,47,43,0,0,0,0,0,0,0,111,44.9%,136,55.1%,112,45.3%,55,22.3%,64,25.9%,1,0.4%,0,0.0%,15,6.1%,0,0.0%,75,30.4%,49,19.8%,189,76.5%,81.7%
02M001,P.S. 001 Alfred E. Smith,2020-21,233,0,22,31,27,34,38,38,43,0,0,0,0,0,0,0,106,45.5%,127,54.5%,111,47.6%,54,23.2%,54,23.2%,1,0.4%,0,0.0%,13,5.6%,0,0.0%,66,28.3%,48,20.6%,179,76.8%,81.5%
02M001,P.S. 001 Alfred E. Smith,2021-22,219,15,12,34,28,22,30,37,41,0,0,0,0,0,0,0,102,46.6%,117,53.4%,82,37.4%,56,25.6%,61,27.9%,4,1.8%,2,0.9%,14,6.4%,0,0.0%,47,21.5%,38,17.4%,163,74.4%,81.5%
02M002,P.S. 002 Meyer London,2017-18,552,0,22,88,69,81,79,93,120,0,0,0,0,0,0,0,261,47.3%,291,52.7%,434,78.6%,29,5.3%,82,14.9%,1,0.2%,1,0.2%,5,0.9%,0,0.0%,126,22.8%,180,32.6%,Above 95%,Above 95%,91.0%
02M002,P.S. 002 Meyer London,2018-19,483,0,20,63,84,67,78,79,92,0,0,0,0,0,0,0,220,45.5%,263,54.5%,367,76.0%,39,8.1%,71,14.7%,0,0.0%,0,0.0%,6,1.2%,0,0.0%,114,23.6%,153,31.7%,450,93.2%,90.9%
02M002,P.S. 002 Meyer London,2019-20,449,0,28,54,55,86,66,78,82,0,0,0,0,0,0,0,211,47.0%,238,53.0%,316,70.4%,46,10.2%,80,17.8%,0,0.0%,0,0.0%,7,1.6%,0,0.0%,103,22.9%,144,32.1%,Above 95%,Above 95%,92.1%
02M002,P.S. 002 Meyer London,2020-21,421,0,24,61,54,60,83,63,76,0,0,0,0,0,0,0,195,46.3%,226,53.7%,287,68.2%,44,10.5%,77,18.3%,0,0.0%,0,0.0%,13,3.1%,0,0.0%,106,25.2%,127,30.2%,Above 95%,Above 95%,90.9%
02M002,P.S. 002 Meyer London,2021-22,358,0,15,48,60,50,52,77,56,0,0,0,0,0,0,0,166,46.4%,192,53.6%,230,64.2%,47,13.1%,70,19.6%,0,0.0%,0,0.0%,11,3.1%,0,0.0%,95,26.5%,113,31.6%,330,92.2%,87.0%
02M003,P.S. 003 Charrette School,2017-18,753,0,54,126,134,113,98,120,108,0,0,0,0,0,0,0,369,49.0%,384,51.0%,65,8.6%,43,5.7%,104,13.8%,34,4.5%,4,0.5%,502,66.7%,1,0.1%,157,20.8%,24,3.2%,165,21.9%,20.2%
02M003,P.S. 003 Charrette School,2018-19,731,0,54,125,111,127,100,99,115,0,0,0,0,0,0,0,357,48.8%,374,51.2%,69,9.4%,39,5.3%,119,16.3%,38,5.2%,4,0.5%,461,63.1%,1,0.1%,154,21.1%,32,4.4%,168,23.0%,18.4%
02M003,P.S. 003 Charrette School,2019-20,714,0,67,118,117,106,120,89,97,0,0,0,0,0,0,0,335,46.9%,379,53.1%,62,8.7%,43,6.0%,107,15.0%,32,4.5%,3,0.4%,467,65.4%,0,0.0%,143,20.0%,23,3.2%,137,19.2%,21.3%
02M003,P.S. 003 Charrette School,2020-21,600,0,48,96,92,94,90,102,78,0,0,0,0,0,0,0,291,48.5%,309,51.5%,48,8.0%,37,6.2%,103,17.2%,20,3.3%,1,0.2%,390,65.0%,1,0.2%,118,19.7%,19,3.2%,120,20.0%,22.4%
02M003,P.S. 003 Charrette School,2021-22,570,0,54,85,85,87,85,86,88,0,0,0,0,0,0,0,262,46.0%,308,54.0%,47,8.2%,27,4.7%,98,17.2%,18,3.2%,3,0.5%,377,66.1%,0,0.0%,110,19.3%,27,4.7%,132,23.2%,21.0%
02M006,P.S. 006 Lillie D. Blake,2017-18,694,0,78,100,105,93,97,106,115,0,0,0,0,0,0,0,340,49.0%,354,51.0%,103,14.8%,17,2.4%,45,6.5%,8,1.2%,2,0.3%,517,74.5%,2,0.3%,118,17.0%,20,2.9%,83,12.0%,12.4%
02M006,P.S. 006 Lillie D. Blake,2018-19,671,0,83,104,109,100,90,86,99,0,0,0,0,0,0,0,343,51.1%,328,48.9%,115,17.1%,16,2.4%,41,6.1%,8,1.2%,2,0.3%,488,72.7%,1,0.1%,113,16.8%,22,3.3%,83,12.4%,10.5%
02M006,P.S. 006 Lillie D. Blake,2019-20,648,0,70,109,100,106,96,81,86,0,0,0,0,0,0,0,330,50.9%,318,49.1%,126,19.4%,13,2.0%,50,7.7%,11,1.7%,1,0.2%,445,68.7%,2,0.3%,113,17.4%,14,2.2%,57,8.8%,8.6%
02M006,P.S. 006 Lillie D. Blake,2020-21,592,0,66,97,98,91,91,79,70,0,0,0,0,0,0,0,303,51.2%,289,48.8%,117,19.8%,11,1.9%,58,9.8%,10,1.7%,0,0.0%,394,66.6%,2,0.3%,102,17.2%,22,3.7%,69,11.7%,8.8%
02M006,P.S. 006 Lillie D. Blake,2021-22,573,15,67,90,90,81,81,81,68,0,0,0,0,0,0,0,302,52.7%,271,47.3%,99,17.3%,12,2.1%,69,12.0%,15,2.6%,1,0.2%,375,65.4%,2,0.3%,89,15.5%,19,3.3%,60,10.5%,8.7%
02M011,P.S. 011 William T. Harris,2017-18,923,0,18,140,155,146,131,150,183,0,0,0,0,0,0,0,463,50.2%,460,49.8%,146,15.8%,57,6.2%,223,24.2%,58,6.3%,1,0.1%,437,47.3%,1,0.1%,137,14.8%,30,3.3%,277,30.0%,34.4%
02M011,P.S. 011 William T. Harris,2018-19,888,0,18,153,137,155,145,134,146,0,0,0,0,0,0,0,430,48.4%,458,51.6%,137,15.4%,51,5.7%,216,24.3%,71,8.0%,2,0.2%,409,46.1%,2,0.2%,141,15.9%,29,3.3%,283,31.9%,34.1%
02M011,P.S. 011 William T. Harris,2019-20,900,0,18,144,160,133,162,142,141,0,0,0,0,0,0,0,439,48.8%,461,51.2%,143,15.9%,62,6.9%,210,23.3%,79,8.8%,2,0.2%,404,44.9%,0,0.0%,133,14.8%,24,2.7%,262,29.1%,39.0%
02M011,P.S. 011 William T. Harris,2020-21,806,0,18,128,138,142,114,140,126,0,0,0,0,0,0,0,384,47.6%,422,52.4%,138,17.1%,57,7.1%,194,24.1%,74,9.2%,1,0.1%,342,42.4%,0,0.0%,121,15.0%,24,3.0%,261,32.4%,35.4%
02M011,P.S. 011 William T. Harris,2021-22,731,0,18,96,132,119,131,102,133,0,0,0,0,0,0,0,346,47.3%,385,52.7%,127,17.4%,51,7.0%,179,24.5%,57,7.8%,3,0.4%,314,43.0%,0,0.0%,95,13.0%,21,2.9%,220,30.1%,37.7%
02M033,P.S. 033 Chelsea Prep,2017-18,650,0,36,100,96,98,121,102,97,0,0,0,0,0,0,0,342,52.6%,308,47.4%,147,22.6%,117,18.0%,183,28.2%,52,8.0%,2,0.3%,149,22.9%,0,0.0%,101,15.5%,29,4.5%,313,48.2%,49.9%
02M033,P.S. 033 Chelsea Prep,2018-19,632,0,33,81,114,94,99,113,98,0,0,0,0,0,0,0,315,49.8%,317,50.2%,149,23.6%,116,18.4%,182,28.8%,52,8.2%,4,0.6%,129,20.4%,0,0.0%,107,16.9%,38,6.0%,312,49.4%,49.4%
02M033,P.S. 033 Chelsea Prep,2019-20,612,0,33,102,93,105,88,88,103,0,0,0,0,0,0,0,308,50.3%,304,49.7%,148,24.2%,106,17.3%,173,28.3%,49,8.0%,5,0.8%,131,21.4%,0,0.0%,99,16.2%,45,7.4%,291,47.5%,49.6%
02M033,P.S. 033 Chelsea Prep,2020-21,555,0,31,83,97,88,102,79,75,0,0,0,0,0,0,0,275,49.5%,280,50.5%,154,27.7%,94,16.9%,148,26.7%,42,7.6%,6,1.1%,111,20.0%,0,0.0%,86,15.5%,35,6.3%,275,49.5%,47.5%
02M033,P.S. 033 Chelsea Prep,2021-22,510,0,30,70,87,81,84,82,76,0,0,0,0,0,0,0,249,48.8%,261,51.2%,130,25.5%,99,19.4%,143,28.0%,36,7.1%,2,0.4%,100,19.6%,0,0.0%,87,17.1%,31,6.1%,261,51.2%,49.6%
02M040,P.S. 040 Augustus Saint-Gaudens,2017-18,673,0,36,127,125,96,96,97,96,0,0,0,0,0,0,0,346,51.4%,327,48.6%,80,11.9%,10,1.5%,95,14.1%,71,10.5%,2,0.3%,415,61.7%,0,0.0%,117,17.4%,21,3.1%,67,10.0%,16.4%
02M040,P.S. 040 Augustus Saint-Gaudens,2018-19,708,0,35,125,138,125,96,93,96,0,0,0,0,0,0,0,357,50.4%,351,49.6%,86,12.1%,12,1.7%,99,14.0%,71,10.0%,1,0.1%,439,62.0%,0,0.0%,120,16.9%,18,2.5%,86,12.1%,14.2%
02M040,P.S. 040 Augustus Saint-Gaudens,2019-20,700,0,18,119,121,131,125,97,89,0,0,0,0,0,0,0,362,51.7%,338,48.3%,98,14.0%,13,1.9%,98,14.0%,69,9.9%,2,0.3%,420,60.0%,0,0.0%,98,14.0%,18,2.6%,68,9.7%,11.5%
02M040,P.S. 040 Augustus Saint-Gaudens,2020-21,634,0,18,105,103,95,116,105,92,0,0,0,0,0,0,0,308,48.6%,326,51.4%,97,15.3%,13,2.1%,98,15.5%,56,8.8%,1,0.2%,368,58.0%,1,0.2%,92,14.5%,13,2.1%,84,13.2%,14.1%
02M040,P.S. 040 Augustus Saint-Gaudens,2021-22,596,0,18,103,98,89,85,106,97,0,0,0,0,0,0,0,287,48.2%,309,51.8%,84,14.1%,15,2.5%,107,18.0%,58,9.7%,0,0.0%,331,55.5%,1,0.2%,99,16.6%,10,1.7%,77,12.9%,18.3%
02M041,P.S. 041 Greenwich Village,2017-18,694,0,36,119,100,119,90,123,107,0,0,0,0,0,0,0,376,54.2%,318,45.8%,54,7.8%,9,1.3%,72,10.4%,80,11.5%,0,0.0%,479,69.0%,0,0.0%,108,15.6%,11,1.6%,65,9.4%,7.8%
02M041,P.S. 041 Greenwich Village,2018-19,694,0,53,110,112,95,118,90,116,0,0,0,0,0,0,0,355,51.2%,339,48.8%,51,7.3%,10,1.4%,63,9.1%,90,13.0%,0,0.0%,480,69.2%,0,0.0%,119,17.1%,11,1.6%,50,7.2%,7.9%
02M041,P.S. 041 Greenwich Village,2019-20,668,0,53,117,102,109,93,106,88,0,0,0,0,0,0,0,324,48.5%,344,51.5%,50,7.5%,9,1.3%,63,9.4%,93,13.9%,0,0.0%,452,67.7%,1,0.1%,112,16.8%,11,1.6%,50,7.5%,8.6%
02M041,P.S. 041 Greenwich Village,2020-21,533,0,48,72,75,86,88,78,86,0,0,0,0,0,0,0,255,47.8%,278,52.2%,45,8.4%,7,1.3%,56,10.5%,76,14.3%,0,0.0%,347,65.1%,2,0.4%,85,15.9%,10,1.9%,43,8.1%,10.4%
02M041,P.S. 041 Greenwich Village,2021-22,494,14,53,73,59,73,69,87,66,0,0,0,0,0,0,0,250,50.6%,244,49.4%,44,8.9%,5,1.0%,54,10.9%,75,15.2%,0,0.0%,314,63.6%,2,0.4%,72,14.6%,9,1.8%,38,7.7%,7.2%
02M042,P.S. 042 Benjamin Altman,2017-18,653,0,42,112,99,95,90,86,129,0,0,0,0,0,0,0,307,47.0%,346,53.0%,579,88.7%,9,1.4%,44,6.7%,4,0.6%,1,0.2%,16,2.5%,0,0.0%,112,17.2%,225,34.5%,498,76.3%,82.4%
02M042,P.S. 042 Benjamin Altman,2018-19,574,0,34,82,105,98,91,81,83,0,0,0,0,0,0,0,277,48.3%,297,51.7%,497,86.6%,8,1.4%,43,7.5%,2,0.3%,1,0.2%,23,4.0%,0,0.0%,106,18.5%,187,32.6%,418,72.8%,79.9%
02M042,P.S. 042 Benjamin Altman,2019-20,557,0,43,89,80,95,86,88,76,0,0,0,0,0,0,0,263,47.2%,294,52.8%,468,84.0%,9,1.6%,43,7.7%,2,0.4%,1,0.2%,34,6.1%,0,0.0%,108,19.4%,133,23.9%,397,71.3%,78.7%
02M042,P.S. 042 Benjamin Altman,2020-21,541,0,43,84,74,76,94,87,83,0,0,0,0,0,0,0,265,49.0%,276,51.0%,448,82.8%,9,1.7%,41,7.6%,1,0.2%,1,0.2%,40,7.4%,1,0.2%,116,21.4%,140,25.9%,358,66.2%,73.0%
02M042,P.S. 042 Benjamin Altman,2021-22,525,12,38,96,70,71,69,85,84,0,0,0,0,0,0,0,253,48.2%,272,51.8%,411,78.3%,9,1.7%,43,8.2%,14,2.7%,1,0.2%,46,8.8%,1,0.2%,108,20.6%,116,22.1%,309,58.9%,64.8%
02M047,47 The American Sign Language and English Secondar,2017-18,165,0,0,0,0,0,1,0,0,0,0,0,38,57,32,37,123,74.5%,42,25.5%,3,1.8%,47,28.5%,107,64.8%,0,0.0%,0,0.0%,5,3.0%,3,1.8%,54,32.7%,13,7.9%,146,88.5%,83.6%
02M047,47 The American Sign Language and English Secondar,2018-19,196,0,0,0,0,0,0,0,0,0,0,0,76,35,46,39,140,71.4%,56,28.6%,6,3.1%,54,27.6%,126,64.3%,0,0.0%,0,0.0%,9,4.6%,1,0.5%,53,27.0%,9,4.6%,173,88.3%,77.2%
02M047,47 The American Sign Language and English Secondar,2019-20,232,0,0,0,0,0,0,0,0,0,0,0,84,71,31,46,165,71.1%,67,28.9%,6,2.6%,58,25.0%,155,66.8%,0,0.0%,2,0.9%,8,3.4%,3,1.3%,58,25.0%,11,4.7%,192,82.8%,81.8%
02M047,47 The American Sign Language and English Secondar,2020-21,222,0,0,0,0,0,0,0,0,0,0,0,46,76,70,30,152,68.5%,70,31.5%,4,1.8%,51,23.0%,159,71.6%,0,0.0%,2,0.9%,5,2.3%,1,0.5%,58,26.1%,15,6.8%,194,87.4%,82.4%
02M047,47 The American Sign Language and English Secondar,2021-22,236,0,0,0,0,0,0,0,0,0,0,0,65,42,66,63,153,64.8%,83,35.2%,5,2.1%,44,18.6%,175,74.2%,0,0.0%,1,0.4%,8,3.4%,3,1.3%,60,25.4%,9,3.8%,196,83.1%,83.0%
02M051,P.S. 051 Elias Howe,2017-18,453,0,68,66,73,62,59,64,61,0,0,0,0,0,0,0,232,51.2%,221,48.8%,81,17.9%,72,15.9%,205,45.3%,12,2.6%,2,0.4%,81,17.9%,0,0.0%,103,22.7%,35,7.7%,269,59.4%,60.2%
02M051,P.S. 051 Elias Howe,2018-19,481,0,71,64,77,73,68,64,64,0,0,0,0,0,0,0,246,51.1%,235,48.9%,62,12.9%,71,14.8%,229,47.6%,12,2.5%,2,0.4%,105,21.8%,0,0.0%,109,22.7%,35,7.3%,278,57.8%,59.7%
02M051,P.S. 051 Elias Howe,2019-20,488,0,72,71,71,70,80,59,65,0,0,0,0,0,0,0,234,48.0%,254,52.0%,71,14.5%,70,14.3%,222,45.5%,15,3.1%,1,0.2%,109,22.3%,0,0.0%,100,20.5%,36,7.4%,281,57.6%,62.7%
