,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
116319,30,30Q575,Academy of American Studies,Residential District 29,,67,s,
116320,30,30Q575,Academy of American Studies,Residential District 30,,1287,153,
116321,30,30Q575,Academy of American Studies,Residential District 31,,s,s,
116322,30,30Q575,Academy of American Studies,Residential District 32,,9,s,
116323,30,30Q575,Academy of American Studies,Residential District Unknown,,8,s,
90981,24,24Q264,Academy of Finance and Enterprise,Residential District 01,,s,s,
90982,24,24Q264,Academy of Finance and Enterprise,Residential District 02,,6,s,
90983,24,24Q264,Academy of Finance and Enterprise,Residential District 04,,s,s,
90984,24,24Q264,Academy of Finance and Enterprise,Residential District 05,,s,s,
90985,24,24Q264,Academy of Finance and Enterprise,Residential District 06,,s,s,
90986,24,24Q264,Academy of Finance and Enterprise,Residential District 07,,6,s,
90987,24,24Q264,Academy of Finance and Enterprise,Residential District 08,,6,s,
90988,24,24Q264,Academy of Finance and Enterprise,Residential District 09,,s,s,
90989,24,24Q264,Academy of Finance and Enterprise,Residential District 10,,s,s,
90990,24,24Q264,Academy of Finance and Enterprise,Residential District 11,,9,s,
90991,24,24Q264,Academy of Finance and Enterprise,Residential District 12,,s,s,
90992,24,24Q264,Academy of Finance and Enterprise,Residential District 13,,6,s,
90993,24,24Q264,Academy of Finance and Enterprise,Residential District 14,,29,s,
90994,24,24Q264,Academy of Finance and Enterprise,Residential District 15,,s,s,
90995,24,24Q264,Academy of Finance and Enterprise,Residential District 16,,s,s,
90996,24,24Q264,Academy of Finance and Enterprise,Residential District 17,,s,s,
90997,24,24Q264,Academy of Finance and Enterprise,Residential District 18,,s,s,
90998,24,24Q264,Academy of Finance and Enterprise,Residential District 19,,25,s,
90999,24,24Q264,Academy of Finance and Enterprise,Residential District 22,,s,s,
91000,24,24Q264,Academy of Finance and Enterprise,Residential District 23,,s,s,
91001,24,24Q264,Academy of Finance and Enterprise,Residential District 24,,858,71,
91002,24,24Q264,Academy of Finance and Enterprise,Residential District 25,,64,6,
91003,24,24Q264,Academy of Finance and Enterprise,Residential District 26,,21,s,
91004,24,24Q264,Academy of Finance and Enterprise,Residential District 27,,84,8,
91005,24,24Q264,Academy of Finance and Enterprise,Residential District 28,,72,7,
91006,24,24Q264,Academy of Finance and Enterprise,Residential District 29,,69,s,
91007,24,24Q264,Academy of Finance and Enterprise,Residential District 30,,877,61,
91008,24,24Q264,Academy of Finance and Enterprise,Residential District 32,,10,s,
70946,17,17K408,Academy of Hospitality and Tourism,Residential District 09,,s,s,
70947,17,17K408,Academy of Hospitality and Tourism,Residential District 10,,s,s,
70948,17,17K408,Academy of Hospitality and Tourism,Residential District 12,,s,s,
70949,17,17K408,Academy of Hospitality and Tourism,Residential District 13,,11,s,
70950,17,17K408,Academy of Hospitality and Tourism,Residential District 14,,s,s,
70951,17,17K408,Academy of Hospitality and Tourism,Residential District 15,,25,9,
70952,17,17K408,Academy of Hospitality and Tourism,Residential District 16,,14,s,
70953,17,17K408,Academy of Hospitality and Tourism,Residential District 17,,54,29,
70954,17,17K408,Academy of Hospitality and Tourism,Residential District 18,,31,6,
70955,17,17K408,Academy of Hospitality and Tourism,Residential District 19,,37,s,
70956,17,17K408,Academy of Hospitality and Tourism,Residential District 20,,24,13,
70957,17,17K408,Academy of Hospitality and Tourism,Residential District 21,,9,s,
70958,17,17K408,Academy of Hospitality and Tourism,Residential District 22,,60,37,
70959,17,17K408,Academy of Hospitality and Tourism,Residential District 23,,39,9,
70960,17,17K408,Academy of Hospitality and Tourism,Residential District 24,,s,s,
70961,17,17K408,Academy of Hospitality and Tourism,Residential District 27,,8,s,
70962,17,17K408,Academy of Hospitality and Tourism,Residential District 29,,7,s,
70963,17,17K408,Academy of Hospitality and Tourism,Residential District 31,,s,s,
70964,17,17K408,Academy of Hospitality and Tourism,Residential District 32,,6,s,
77205,19,19K618,Academy of Innovative Technology,Residential District 01,,s,s,
77206,19,19K618,Academy of Innovative Technology,Residential District 03,,s,s,
77207,19,19K618,Academy of Innovative Technology,Residential District 04,,s,s,
77208,19,19K618,Academy of Innovative Technology,Residential District 05,,s,s,
77209,19,19K618,Academy of Innovative Technology,Residential District 06,,s,s,
77210,19,19K618,Academy of Innovative Technology,Residential District 07,,s,s,
77211,19,19K618,Academy of Innovative Technology,Residential District 08,,s,s,
77212,19,19K618,Academy of Innovative Technology,Residential District 09,,s,s,
77213,19,19K618,Academy of Innovative Technology,Residential District 10,,s,s,
77214,19,19K618,Academy of Innovative Technology,Residential District 11,,s,s,
77215,19,19K618,Academy of Innovative Technology,Residential District 12,,s,s,
77216,19,19K618,Academy of Innovative Technology,Residential District 13,,11,s,
77217,19,19K618,Academy of Innovative Technology,Residential District 14,,7,s,
77218,19,19K618,Academy of Innovative Technology,Residential District 15,,14,s,
77219,19,19K618,Academy of Innovative Technology,Residential District 16,,24,s,
77220,19,19K618,Academy of Innovative Technology,Residential District 17,,25,s,
77221,19,19K618,Academy of Innovative Technology,Residential District 18,,45,7,
77222,19,19K618,Academy of Innovative Technology,Residential District 19,,333,71,
77223,19,19K618,Academy of Innovative Technology,Residential District 20,,9,s,
77224,19,19K618,Academy of Innovative Technology,Residential District 21,,8,s,
77225,19,19K618,Academy of Innovative Technology,Residential District 22,,21,s,
77226,19,19K618,Academy of Innovative Technology,Residential District 23,,59,10,
77227,19,19K618,Academy of Innovative Technology,Residential District 24,,93,15,
77228,19,19K618,Academy of Innovative Technology,Residential District 25,,7,s,
77229,19,19K618,Academy of Innovative Technology,Residential District 26,,s,s,
77230,19,19K618,Academy of Innovative Technology,Residential District 27,,172,29,
77231,19,19K618,Academy of Innovative Technology,Residential District 28,,25,s,
77232,19,19K618,Academy of Innovative Technology,Residential District 29,,17,s,
77233,19,19K618,Academy of Innovative Technology,Residential District 30,,10,s,
77234,19,19K618,Academy of Innovative Technology,Residential District 31,,s,s,
77235,19,19K618,Academy of Innovative Technology,Residential District 32,,57,s,
77236,19,19K618,Academy of Innovative Technology,Residential District Unknown,,s,s,
103094,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 01,,s,s,
103095,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 02,,s,s,
103096,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 03,,s,s,
103097,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 05,,s,s,
103098,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 06,,s,s,
103099,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 07,,s,s,
103100,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 08,,s,s,
103101,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 09,,s,s,
103102,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 10,,s,s,
103103,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 11,,s,s,
103104,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 12,,s,s,
103105,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 13,,s,s,
103106,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 14,,s,s,
103107,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 17,,s,s,
103108,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 18,,6,s,
103109,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 19,,16,s,
103110,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 20,,s,s,
103111,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 21,,s,s,
103112,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 22,,8,s,
103113,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 23,,8,s,
103114,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 24,,20,6,
103115,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 25,,6,s,
103116,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 26,,6,s,
103117,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 27,,356,110,
103118,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 28,,15,s,
103119,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 29,,60,8,
103120,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 30,,28,7,
103121,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 31,,s,s,
103122,27,27Q309,Academy of Medical Technology: A College Board School,Residential District 32,,s,s,
103123,27,27Q309,Academy of Medical Technology: A College Board School,Residential District Unknown,,s,s,
37211,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 03,,s,s,
37212,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 04,,6,s,
37213,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 05,,12,s,
37214,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 06,,6,s,
37215,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 07,,230,39,
37216,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 08,,122,28,
37217,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 09,,225,52,
37218,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 10,,177,31,
37219,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 11,,157,37,
37220,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 12,,95,26,
37221,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 16,,s,s,
37222,7,07X600,Alfred E. Smith Career and Technical Education High School,Residential District 17,,s,s,
