,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 True Applicants,Grade 9 Seats Available - Notes
41448,9,09X365,Academy for Language and Technology,Residential District 16,.,s,s,s,
41449,9,09X365,Academy for Language and Technology,Residential District 17,.,s,s,s,
41450,9,09X365,Academy for Language and Technology,Residential District 19,.,s,s,s,
41451,9,09X365,Academy for Language and Technology,Residential District 20,.,s,s,s,
41452,9,09X365,Academy for Language and Technology,Residential District 21,.,s,s,s,
41453,9,09X365,Academy for Language and Technology,Residential District 23,.,s,s,s,
41454,9,09X365,Academy for Language and Technology,Residential District 24,.,8,s,s,
41455,9,09X365,Academy for Language and Technology,Residential District 27,.,s,s,s,
41456,9,09X365,Academy for Language and Technology,Residential District 28,.,s,s,s,
41457,9,09X365,Academy for Language and Technology,Residential District 29,.,s,s,s,
41458,9,09X365,Academy for Language and Technology,Residential District 30,.,7,s,s,
41459,9,09X365,Academy for Language and Technology,Residential District 32,.,s,s,s,
50183,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 01,.,s,s,s,
50184,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 03,.,s,s,s,
50185,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 04,.,s,s,s,
50186,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 05,.,7,s,s,
50187,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 06,.,s,s,s,
50188,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 07,.,30,s,s,
50189,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 08,.,43,s,s,
50190,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 09,.,51,s,6,
50191,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 10,.,80,s^,10,
50192,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 11,.,405,94,83,
50193,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 12,.,38,s,s,
50194,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 15,.,s,s,s,
50195,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 17,.,s,s,s,
50196,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 18,.,s,s,s,
50197,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 19,.,7,s,s,
50198,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 20,.,s,s,s,
50199,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 22,.,s,s,s,
50200,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 23,.,s,s,s,
50201,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 24,.,s,s,s,
50202,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 26,.,s,s,s,
50203,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 27,.,8,s,s,
50204,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 28,.,s,s,s,
50205,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 29,.,s,s,s,
50206,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 30,.,7,s,s,
50207,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District 32,.,s,s,s,
50208,11,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Residential District Unknown,.,s,s,s,
17579,2,02M546,Academy for Software Engineering,Residential District 01,.,87,s,15,
17580,2,02M546,Academy for Software Engineering,Residential District 02,.,231,17,66,
17581,2,02M546,Academy for Software Engineering,Residential District 03,.,69,s,12,
17582,2,02M546,Academy for Software Engineering,Residential District 04,.,108,9,23,
17583,2,02M546,Academy for Software Engineering,Residential District 05,.,108,12,25,
17584,2,02M546,Academy for Software Engineering,Residential District 06,.,135,7,26,
17585,2,02M546,Academy for Software Engineering,Residential District 07,.,95,7,16,
17586,2,02M546,Academy for Software Engineering,Residential District 08,.,118,7,31,
17587,2,02M546,Academy for Software Engineering,Residential District 09,.,155,19,44,
17588,2,02M546,Academy for Software Engineering,Residential District 10,.,159,19,44,
17589,2,02M546,Academy for Software Engineering,Residential District 11,.,147,12,43,
17590,2,02M546,Academy for Software Engineering,Residential District 12,.,92,7,16,
17591,2,02M546,Academy for Software Engineering,Residential District 13,.,37,s,s,
17592,2,02M546,Academy for Software Engineering,Residential District 14,.,44,s,7,
17593,2,02M546,Academy for Software Engineering,Residential District 15,.,61,s,10,
17594,2,02M546,Academy for Software Engineering,Residential District 16,.,32,s,s,
17595,2,02M546,Academy for Software Engineering,Residential District 17,.,54,s,10,
17596,2,02M546,Academy for Software Engineering,Residential District 18,.,34,s,8,
17597,2,02M546,Academy for Software Engineering,Residential District 19,.,76,s,12,
17598,2,02M546,Academy for Software Engineering,Residential District 20,.,35,s,10,
17599,2,02M546,Academy for Software Engineering,Residential District 21,.,27,s,8,
17600,2,02M546,Academy for Software Engineering,Residential District 22,.,42,s,11,
17601,2,02M546,Academy for Software Engineering,Residential District 23,.,43,s,8,
17602,2,02M546,Academy for Software Engineering,Residential District 24,.,148,7,34,
17603,2,02M546,Academy for Software Engineering,Residential District 25,.,13,s,s,
17604,2,02M546,Academy for Software Engineering,Residential District 26,.,s,s,s,
17605,2,02M546,Academy for Software Engineering,Residential District 27,.,52,s,18,
17606,2,02M546,Academy for Software Engineering,Residential District 28,.,25,s,8,
17607,2,02M546,Academy for Software Engineering,Residential District 29,.,21,s,s,
17608,2,02M546,Academy for Software Engineering,Residential District 30,.,181,14,41,
17609,2,02M546,Academy for Software Engineering,Residential District 31,.,17,s,6,
17610,2,02M546,Academy for Software Engineering,Residential District 32,.,46,s,11,
17611,2,02M546,Academy for Software Engineering,Residential District Unknown,.,11,s,s,
74198,19,19K404,Academy for Young Writers,Residential District 01,.,s,s,s,
74199,19,19K404,Academy for Young Writers,Residential District 02,.,s,s,s,
74200,19,19K404,Academy for Young Writers,Residential District 04,.,s,s,s,
74201,19,19K404,Academy for Young Writers,Residential District 05,.,s,s,s,
74202,19,19K404,Academy for Young Writers,Residential District 06,.,s,s,s,
74203,19,19K404,Academy for Young Writers,Residential District 07,.,s,s,s,
74204,19,19K404,Academy for Young Writers,Residential District 08,.,s,s,s,
74205,19,19K404,Academy for Young Writers,Residential District 09,.,s,s,s,
74206,19,19K404,Academy for Young Writers,Residential District 10,.,6,s,s,
74207,19,19K404,Academy for Young Writers,Residential District 11,.,s,s,s,
74208,19,19K404,Academy for Young Writers,Residential District 12,.,s,s,s,
74209,19,19K404,Academy for Young Writers,Residential District 13,.,s,s,s,
74210,19,19K404,Academy for Young Writers,Residential District 14,.,s,s,s,
74211,19,19K404,Academy for Young Writers,Residential District 15,.,s,s,s,
74212,19,19K404,Academy for Young Writers,Residential District 16,.,7,s,s,
74213,19,19K404,Academy for Young Writers,Residential District 17,.,25,s,s,
74214,19,19K404,Academy for Young Writers,Residential District 18,.,33,s,6,
74215,19,19K404,Academy for Young Writers,Residential District 19,.,318,s^,48,
74216,19,19K404,Academy for Young Writers,Residential District 20,.,s,s,s,
74217,19,19K404,Academy for Young Writers,Residential District 21,.,s,s,s,
74218,19,19K404,Academy for Young Writers,Residential District 22,.,26,s^,9,
74219,19,19K404,Academy for Young Writers,Residential District 23,.,50,s^,7,
74220,19,19K404,Academy for Young Writers,Residential District 24,.,s,s,s,
74221,19,19K404,Academy for Young Writers,Residential District 25,.,s,s,s,
74222,19,19K404,Academy for Young Writers,Residential District 26,.,s,s,s,
74223,19,19K404,Academy for Young Writers,Residential District 27,.,31,s,s,
74224,19,19K404,Academy for Young Writers,Residential District 28,.,7,s,s,
74225,19,19K404,Academy for Young Writers,Residential District 29,.,8,s,s,
74226,19,19K404,Academy for Young Writers,Residential District 30,.,s,s,s,
74227,19,19K404,Academy for Young Writers,Residential District 31,.,s,s,s,
74228,19,19K404,Academy for Young Writers,Residential District 32,.,s,s,s,
74229,19,19K404,Academy for Young Writers,Residential District Unknown,.,s,s,s,
114476,30,30Q575,Academy of American Studies,Residential District 01,.,s,s,s,
114477,30,30Q575,Academy of American Studies,Residential District 02,.,23,s,7,
114478,30,30Q575,Academy of American Studies,Residential District 03,.,s,s,s,
114479,30,30Q575,Academy of American Studies,Residential District 04,.,s,s,s,
114480,30,30Q575,Academy of American Studies,Residential District 05,.,s,s,s,
114481,30,30Q575,Academy of American Studies,Residential District 06,.,11,s,s,
114482,30,30Q575,Academy of American Studies,Residential District 07,.,6,s,s,
114483,30,30Q575,Academy of American Studies,Residential District 08,.,25,s,10,
114484,30,30Q575,Academy of American Studies,Residential District 09,.,s,s,s,
114485,30,30Q575,Academy of American Studies,Residential District 10,.,10,s,s,
114486,30,30Q575,Academy of American Studies,Residential District 11,.,13,s,s,
114487,30,30Q575,Academy of American Studies,Residential District 12,.,6,s,s,
114488,30,30Q575,Academy of American Studies,Residential District 13,.,s,s,s,
114489,30,30Q575,Academy of American Studies,Residential District 14,.,29,s,6,
114490,30,30Q575,Academy of American Studies,Residential District 15,.,9,s,s,
114491,30,30Q575,Academy of American Studies,Residential District 16,.,s,s,s,
114492,30,30Q575,Academy of American Studies,Residential District 17,.,s,s,s,
114493,30,30Q575,Academy of American Studies,Residential District 18,.,s,s,s,
114494,30,30Q575,Academy of American Studies,Residential District 19,.,13,s,6,
114495,30,30Q575,Academy of American Studies,Residential District 21,.,s,s,s,
114496,30,30Q575,Academy of American Studies,Residential District 22,.,s,s,s,
114497,30,30Q575,Academy of American Studies,Residential District 23,.,s,s,s,
114498,30,30Q575,Academy of American Studies,Residential District 24,.,853,64,277,
114499,30,30Q575,Academy of American Studies,Residential District 25,.,85,6,30,
114500,30,30Q575,Academy of American Studies,Residential District 26,.,30,s,s,
114501,30,30Q575,Academy of American Studies,Residential District 27,.,83,s,18,
114502,30,30Q575,Academy of American Studies,Residential District 28,.,197,27,85,
114503,30,30Q575,Academy of American Studies,Residential District 29,.,40,s,10,
114504,30,30Q575,Academy of American Studies,Residential District 30,.,1184,118,472,
114505,30,30Q575,Academy of American Studies,Residential District 31,.,s,s,s,
114506,30,30Q575,Academy of American Studies,Residential District 32,.,8,s,s,
114507,30,30Q575,Academy of American Studies,Residential District Unknown,.,9,s,s,
89207,24,24Q264,Academy of Finance and Enterprise,Residential District 01,.,s,s,s,
89208,24,24Q264,Academy of Finance and Enterprise,Residential District 02,.,23,s,s,
89209,24,24Q264,Academy of Finance and Enterprise,Residential District 03,.,7,s,s,
89210,24,24Q264,Academy of Finance and Enterprise,Residential District 04,.,7,s,s,
89211,24,24Q264,Academy of Finance and Enterprise,Residential District 05,.,s,s,s,
89212,24,24Q264,Academy of Finance and Enterprise,Residential District 06,.,6,s,s,
89213,24,24Q264,Academy of Finance and Enterprise,Residential District 07,.,10,s,s,
89214,24,24Q264,Academy of Finance and Enterprise,Residential District 08,.,15,s,s,
89215,24,24Q264,Academy of Finance and Enterprise,Residential District 09,.,9,s,s,
89216,24,24Q264,Academy of Finance and Enterprise,Residential District 10,.,9,s,s,
89217,24,24Q264,Academy of Finance and Enterprise,Residential District 11,.,11,s,s,
