,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
18450,2,02M546,Academy for Software Engineering,Residential District 19,,117,s,
18451,2,02M546,Academy for Software Engineering,Residential District 20,,49,s,
18452,2,02M546,Academy for Software Engineering,Residential District 21,,31,s,
18453,2,02M546,Academy for Software Engineering,Residential District 22,,60,s,
18454,2,02M546,Academy for Software Engineering,Residential District 23,,38,s,
18455,2,02M546,Academy for Software Engineering,Residential District 24,,170,7,
18456,2,02M546,Academy for Software Engineering,Residential District 25,,25,s,
18457,2,02M546,Academy for Software Engineering,Residential District 26,,6,s,
18458,2,02M546,Academy for Software Engineering,Residential District 27,,72,s,
18459,2,02M546,Academy for Software Engineering,Residential District 28,,27,s,
18460,2,02M546,Academy for Software Engineering,Residential District 29,,25,s,
18461,2,02M546,Academy for Software Engineering,Residential District 30,,162,s,
18462,2,02M546,Academy for Software Engineering,Residential District 31,,23,s,
18463,2,02M546,Academy for Software Engineering,Residential District 32,,68,s,
18464,2,02M546,Academy for Software Engineering,Residential District Unknown,,s,s,
75986,19,19K404,Academy for Young Writers,Residential District 01,,s,s,
75987,19,19K404,Academy for Young Writers,Residential District 02,,s,s,
75988,19,19K404,Academy for Young Writers,Residential District 04,,s,s,
75989,19,19K404,Academy for Young Writers,Residential District 05,,s,s,
75990,19,19K404,Academy for Young Writers,Residential District 06,,s,s,
75991,19,19K404,Academy for Young Writers,Residential District 07,,s,s,
75992,19,19K404,Academy for Young Writers,Residential District 08,,s,s,
75993,19,19K404,Academy for Young Writers,Residential District 09,,15,s,
75994,19,19K404,Academy for Young Writers,Residential District 10,,s,s,
75995,19,19K404,Academy for Young Writers,Residential District 11,,7,s,
75996,19,19K404,Academy for Young Writers,Residential District 12,,10,s,
75997,19,19K404,Academy for Young Writers,Residential District 13,,9,s,
75998,19,19K404,Academy for Young Writers,Residential District 14,,7,s,
75999,19,19K404,Academy for Young Writers,Residential District 15,,s,s,
76000,19,19K404,Academy for Young Writers,Residential District 16,,26,s,
76001,19,19K404,Academy for Young Writers,Residential District 17,,34,s,
76002,19,19K404,Academy for Young Writers,Residential District 18,,59,11,
76003,19,19K404,Academy for Young Writers,Residential District 19,,336,73,
76004,19,19K404,Academy for Young Writers,Residential District 20,,s,s,
76005,19,19K404,Academy for Young Writers,Residential District 21,,6,s,
76006,19,19K404,Academy for Young Writers,Residential District 22,,32,6,
76007,19,19K404,Academy for Young Writers,Residential District 23,,54,9,
76008,19,19K404,Academy for Young Writers,Residential District 24,,12,s,
76009,19,19K404,Academy for Young Writers,Residential District 25,,s,s,
76010,19,19K404,Academy for Young Writers,Residential District 26,,s,s,
76011,19,19K404,Academy for Young Writers,Residential District 27,,50,10,
76012,19,19K404,Academy for Young Writers,Residential District 28,,8,s,
76013,19,19K404,Academy for Young Writers,Residential District 29,,16,s,
76014,19,19K404,Academy for Young Writers,Residential District 30,,s,s,
76015,19,19K404,Academy for Young Writers,Residential District 31,,s,s,
76016,19,19K404,Academy for Young Writers,Residential District 32,,16,s,
76017,19,19K404,Academy for Young Writers,Residential District Unknown,,s,s,
115101,30,30Q575,Academy of American Studies,Residential District 01,,s,s,
115102,30,30Q575,Academy of American Studies,Residential District 02,,17,s,
115103,30,30Q575,Academy of American Studies,Residential District 03,,14,s,
115104,30,30Q575,Academy of American Studies,Residential District 04,,s,s,
115105,30,30Q575,Academy of American Studies,Residential District 05,,s,s,
115106,30,30Q575,Academy of American Studies,Residential District 06,,s,s,
115107,30,30Q575,Academy of American Studies,Residential District 07,,s,s,
115108,30,30Q575,Academy of American Studies,Residential District 08,,6,s,
115109,30,30Q575,Academy of American Studies,Residential District 09,,12,s,
115110,30,30Q575,Academy of American Studies,Residential District 10,,10,s,
115111,30,30Q575,Academy of American Studies,Residential District 11,,14,s,
115112,30,30Q575,Academy of American Studies,Residential District 12,,s,s,
115113,30,30Q575,Academy of American Studies,Residential District 13,,s,s,
115114,30,30Q575,Academy of American Studies,Residential District 14,,24,s,
115115,30,30Q575,Academy of American Studies,Residential District 15,,8,s,
115116,30,30Q575,Academy of American Studies,Residential District 16,,s,s,
115117,30,30Q575,Academy of American Studies,Residential District 17,,8,s,
115118,30,30Q575,Academy of American Studies,Residential District 18,,s,s,
115119,30,30Q575,Academy of American Studies,Residential District 19,,20,s,
115120,30,30Q575,Academy of American Studies,Residential District 20,,s,s,
115121,30,30Q575,Academy of American Studies,Residential District 21,,s,s,
115122,30,30Q575,Academy of American Studies,Residential District 22,,s,s,
115123,30,30Q575,Academy of American Studies,Residential District 23,,s,s,
115124,30,30Q575,Academy of American Studies,Residential District 24,,830,102,
115125,30,30Q575,Academy of American Studies,Residential District 25,,95,13,
115126,30,30Q575,Academy of American Studies,Residential District 26,,35,8,
115127,30,30Q575,Academy of American Studies,Residential District 27,,104,9,
115128,30,30Q575,Academy of American Studies,Residential District 28,,155,25,
115129,30,30Q575,Academy of American Studies,Residential District 29,,68,7,
115130,30,30Q575,Academy of American Studies,Residential District 30,,1261,196,
115131,30,30Q575,Academy of American Studies,Residential District 31,,s,s,
115132,30,30Q575,Academy of American Studies,Residential District 32,,8,s,
115133,30,30Q575,Academy of American Studies,Residential District Unknown,,s,s,
90616,24,24Q264,Academy of Finance and Enterprise,Residential District 01,,s,s,
90617,24,24Q264,Academy of Finance and Enterprise,Residential District 02,,6,s,
90618,24,24Q264,Academy of Finance and Enterprise,Residential District 03,,s,s,
90619,24,24Q264,Academy of Finance and Enterprise,Residential District 04,,s,s,
90620,24,24Q264,Academy of Finance and Enterprise,Residential District 05,,s,s,
90621,24,24Q264,Academy of Finance and Enterprise,Residential District 06,,s,s,
90622,24,24Q264,Academy of Finance and Enterprise,Residential District 07,,s,s,
90623,24,24Q264,Academy of Finance and Enterprise,Residential District 08,,6,s,
90624,24,24Q264,Academy of Finance and Enterprise,Residential District 09,,s,s,
90625,24,24Q264,Academy of Finance and Enterprise,Residential District 10,,6,s,
90626,24,24Q264,Academy of Finance and Enterprise,Residential District 11,,22,s,
90627,24,24Q264,Academy of Finance and Enterprise,Residential District 12,,s,s,
90628,24,24Q264,Academy of Finance and Enterprise,Residential District 13,,s,s,
90629,24,24Q264,Academy of Finance and Enterprise,Residential District 14,,18,s,
90630,24,24Q264,Academy of Finance and Enterprise,Residential District 15,,s,s,
90631,24,24Q264,Academy of Finance and Enterprise,Residential District 16,,s,s,
90632,24,24Q264,Academy of Finance and Enterprise,Residential District 17,,s,s,
90633,24,24Q264,Academy of Finance and Enterprise,Residential District 18,,s,s,
90634,24,24Q264,Academy of Finance and Enterprise,Residential District 19,,26,s,
90635,24,24Q264,Academy of Finance and Enterprise,Residential District 20,,s,s,
90636,24,24Q264,Academy of Finance and Enterprise,Residential District 22,,s,s,
90637,24,24Q264,Academy of Finance and Enterprise,Residential District 23,,7,s,
90638,24,24Q264,Academy of Finance and Enterprise,Residential District 24,,906,73,
90639,24,24Q264,Academy of Finance and Enterprise,Residential District 25,,109,6,
90640,24,24Q264,Academy of Finance and Enterprise,Residential District 26,,20,s,
90641,24,24Q264,Academy of Finance and Enterprise,Residential District 27,,74,6,
90642,24,24Q264,Academy of Finance and Enterprise,Residential District 28,,94,s,
90643,24,24Q264,Academy of Finance and Enterprise,Residential District 29,,85,7,
90644,24,24Q264,Academy of Finance and Enterprise,Residential District 30,,902,61,
90645,24,24Q264,Academy of Finance and Enterprise,Residential District 31,,s,s,
90646,24,24Q264,Academy of Finance and Enterprise,Residential District 32,,16,s,
90647,24,24Q264,Academy of Finance and Enterprise,Residential District Unknown,,s,s,
71036,17,17K408,Academy of Hospitality and Tourism,Residential District 01,,s,s,
71037,17,17K408,Academy of Hospitality and Tourism,Residential District 02,,s,s,
71038,17,17K408,Academy of Hospitality and Tourism,Residential District 03,,s,s,
71039,17,17K408,Academy of Hospitality and Tourism,Residential District 04,,s,s,
71040,17,17K408,Academy of Hospitality and Tourism,Residential District 05,,s,s,
71041,17,17K408,Academy of Hospitality and Tourism,Residential District 07,,s,s,
71042,17,17K408,Academy of Hospitality and Tourism,Residential District 08,,s,s,
71043,17,17K408,Academy of Hospitality and Tourism,Residential District 09,,7,s,
71044,17,17K408,Academy of Hospitality and Tourism,Residential District 10,,6,s,
71045,17,17K408,Academy of Hospitality and Tourism,Residential District 11,,s,s,
71046,17,17K408,Academy of Hospitality and Tourism,Residential District 12,,7,s,
71047,17,17K408,Academy of Hospitality and Tourism,Residential District 13,,22,s,
71048,17,17K408,Academy of Hospitality and Tourism,Residential District 14,,8,s,
71049,17,17K408,Academy of Hospitality and Tourism,Residential District 15,,39,14,
71050,17,17K408,Academy of Hospitality and Tourism,Residential District 16,,16,s,
71051,17,17K408,Academy of Hospitality and Tourism,Residential District 17,,86,14,
71052,17,17K408,Academy of Hospitality and Tourism,Residential District 18,,49,6,
71053,17,17K408,Academy of Hospitality and Tourism,Residential District 19,,76,10,
71054,17,17K408,Academy of Hospitality and Tourism,Residential District 20,,31,8,
71055,17,17K408,Academy of Hospitality and Tourism,Residential District 21,,13,s,
71056,17,17K408,Academy of Hospitality and Tourism,Residential District 22,,90,15,
71057,17,17K408,Academy of Hospitality and Tourism,Residential District 23,,56,s,
71058,17,17K408,Academy of Hospitality and Tourism,Residential District 24,,18,s,
71059,17,17K408,Academy of Hospitality and Tourism,Residential District 25,,s,s,
71060,17,17K408,Academy of Hospitality and Tourism,Residential District 26,,s,s,
71061,17,17K408,Academy of Hospitality and Tourism,Residential District 27,,17,s,
71062,17,17K408,Academy of Hospitality and Tourism,Residential District 28,,s,s,
71063,17,17K408,Academy of Hospitality and Tourism,Residential District 29,,10,s,
71064,17,17K408,Academy of Hospitality and Tourism,Residential District 30,,7,s,
71065,17,17K408,Academy of Hospitality and Tourism,Residential District 31,,6,s,
71066,17,17K408,Academy of Hospitality and Tourism,Residential District 32,,7,s,
