Student_Id,Residential_District
student_40594,Residential District 02
student_40984,Residential District 02
student_22528,Residential District 02
student_39299,Residential District 02
student_43162,Residential District 02
student_48597,Residential District 02
student_21552,Residential District 02
student_52316,Residential District 02
student_37400,Residential District 02
student_10317,Residential District 02
student_42691,Residential District 02
student_27106,Residential District 02
student_11042,Residential District 02
student_2338,Residential District 02
student_41613,Residential District 02
student_36877,Residential District 02
student_20140,Residential District 02
student_4898,Residential District 02
student_13911,Residential District 02
student_50086,Residential District 02
student_36663,Residential District 02
student_32627,Residential District 02
student_61791,Residential District 02
student_38530,Residential District 02
